Scholarship URL,Scholarship Title,Provided By,Amount,Deadline,Description
http://www.fastweb.com/college-scholarships/scholarships/39174-malcolm-r-stacey-memorial-scholarship,Malcolm R. Stacey Memorial Scholarship,"University of California, San Diego","$2,000",Varies,"The Malcolm R. Stacey Memorial Scholarship is open to continuing students attending the University of California, San Diego.  Priority is given to the following students in the following order:  undergraduate Jewish students who are orphans and are preparing for graduate study in aeronautical engineering; undergraduate Jewish students in the field of aeronautical engineering; Jewish students majoring in engineering; and Jewish students in any field of study."
http://www.fastweb.com/college-scholarships/scholarships/12173-victor-micolucci-scholarship,Victor Micolucci Scholarship,"University of Florida, College of Pharmacy","$1,000",Varies,"The Victor Micolucci Scholarship is open to students at the University of Florida, College of Pharmacy.  You must demonstrate financial need to qualify for this award.  Preference is given to students who are active in their professional organizations; community-oriented students, orphans, and those without parental financial support."
http://www.fastweb.com/college-scholarships/scholarships/28072-danny-boswell-memorial-scholarship,Danny Boswell Memorial Scholarship,College of the Mainland,"$1,000","July 24, 2015","The Danny Boswell Memorial Scholarship is available to students at College of the Mainland.  You must be taking at least 12 credits per semester and have a minimum 2.5 GPA.  You must also be a resident of the college district and demonstrate financial need to be eligible for this award.  Preference will be given to students with deceased parents, students from single parent families or to parents from such households seeking to continue their education."
http://www.fastweb.com/college-scholarships/scholarships/97383-vern-and-audrey-luken-family-scholarship,Vern and Audrey Luken Family Scholarship,Lake Area Technical Institute,$500,"April 01, 2016",The Vern and Audrey Luken Family Scholarship is open to incoming freshman students at Lake Area Technical Institute.  Preference is given to students who have lost one or both parents.
http://www.fastweb.com/college-scholarships/scholarships/133128-james-howard-farris-scholarship,James Howard Farris Scholarship,Salem Community College,$500,Varies,"The James Howard Farris Scholarship is available to students at Salem Community College.  You must be a Salem County resident and be an orphan, foster child and/or adopted to qualify for this award."
http://www.fastweb.com/college-scholarships/scholarships/125060-arnold-consultancy-and-technology-llc-novartis-pharmaceutical-corp-scholarship, Arnold Consultancy and Technology LLC/Novartis Pharmaceutical Corp. Scholarship,"Long Island University, College of Pharmacy and Health Sciences",Varies,Varies,The Arnold Consultancy and Technology LLC/ Novartis Pharmaceutical Corp. Scholarship is available to P- 1 through P- 4 students at Long Island University- Arnold and Marie Schwartz College of Pharmacy and Health Sciences.  You must demonstrate academic excellent and have overcome significant hardship to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/39155-walter-and-shirley-sperber-scholarship,Walter and Shirley Sperber Scholarship,Michigan State University,Varies,Varies,The Walter and Shirley Sperber Scholarship is available to incoming freshmen students at Michigan State University.  You must have at least one deceased parent and a minimum high school GPA of 3.0 to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/8083-arnold-trust-fund-award,Arnold Trust Fund Award,University of Iowa,Varies,Varies,"The Arnold Trust Fund Award is available to students at the University of Iowa who are orphans, not yet over the age of 25 and residents of Linn County, Iowa.  Your selection for this award is based on financial need.  Applications for the award are accepted from January to May."
http://www.fastweb.com/college-scholarships/scholarships/117391-james-and-joan-horsfall-scholarship,James and Joan Horsfall Scholarship,"University of Wisconsin, Madison - School of Education","$5,000",Varies,"The James and Joan Horsfall Scholarship is available to full - time students at the University of Wisconsin, Madison, School of Education.  You must have a GPA of 3.0 or higher, show evidence of academic excellence, and be from rural Wisconsin to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/115612-frank-and-nelli-corliss-lake-scholarship,Frank and Nelli Corliss Lake Scholarship,"Union College, Nebraska","$3,250",Varies,"The Frank and Nelli Corliss Lake Scholarship is open to sophomores, juniors and seniors at Union College, Nebraska.  You must have a minimum 3.0 GPA, have a rural or small town background, and demonstrate financial need to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/33089-michael-t-steadland-scholarship,Michael T. Steadland Scholarship,"University of Minnesota, Twin Cities","$3,000",Varies,"The Michael T. Steadland Scholarship is open to freshmen entering the Carlson School of Management at the University of Minnesota, Twin Cities.  To be considered for this award, you must be a U.S. citizen or permanent resident.  You must also be a resident of Minnesota from outside of a metro area.  Your academic performance and leadership skills will be evaluated during the application process."
http://www.fastweb.com/college-scholarships/scholarships/7120-verl-r-topham-endowed-scholarship,Verl R. Topham Endowed Scholarship,"Westminster College, Utah","$2,500",Varies,"The Verl R. Topham Endowed Scholarship is open to full-time sophomores, juniors and seniors at Westminster College in Utah.  You must still be undecided regarding your declared major field of study to be eligible for this award.  Preference will be given to students with financial need and who graduated from a high school located in a small community."
http://www.fastweb.com/college-scholarships/scholarships/115232-wayne-garrison-scholarship-in-accounting,Wayne Garrison Scholarship in Accounting ,"University of Oklahoma, Michael F. Price College of Business","$2,500","December 31, 2015","The Wayne Garrison Scholarship in Accounting is available to full-time students at the University of Oklahoma, Michael F. Price College of Business.  You must be majoring in accounting, be an Oklahoma resident and have a minimum GPA of 3.0 to be eligible for this award.  Preference will be given to a student from a small community."
